Datetime,Adj Close,Close,High,Low,Open,Volume
,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
2026-06-04 09:30:00-04:00,735.52001953125,735.52001953125,736.0399780273438,734.0700073242188,735.489990234375,3884657
2026-06-04 09:32:00-04:00,737.2100219726562,737.2100219726562,737.2100219726562,735.0399780273438,735.614990234375,475709
2026-06-04 09:34:00-04:00,736.780029296875,736.780029296875,737.5599975585938,736.5999755859375,737.2000122070312,516161
2026-06-04 09:36:00-04:00,737.5599975585938,737.5599975585938,737.7999877929688,736.4000244140625,736.739990234375,374298
2026-06-04 09:38:00-04:00,737.0599975585938,737.0599975585938,737.77001953125,736.8300170898438,737.4600219726562,293426
2026-06-04 09:40:00-04:00,735.635009765625,735.635009765625,737.280029296875,735.5900268554688,737.0700073242188,424873
2026-06-04 09:42:00-04:00,734.6799926757812,734.6799926757812,735.885009765625,734.6799926757812,735.6500244140625,443439
2026-06-04 09:44:00-04:00,733.8300170898438,733.8300170898438,735.1099853515625,733.5599975585938,734.6699829101562,575313
2026-06-04 09:46:00-04:00,735.3350219726562,735.3350219726562,735.530029296875,733.6400146484375,733.8300170898438,610998
2026-06-04 09:48:00-04:00,734.9500122070312,734.9500122070312,735.8499755859375,734.5250244140625,735.3499755859375,263711
2026-06-04 09:50:00-04:00,736.02001953125,736.02001953125,736.0800170898438,734.3599853515625,735.0,404218
2026-06-04 09:52:00-04:00,735.280029296875,735.280029296875,736.6099853515625,734.9400024414062,736.0,276903
2026-06-04 09:54:00-04:00,734.8302001953125,734.8302001953125,735.489990234375,734.52001953125,735.2550048828125,222404
2026-06-04 09:56:00-04:00,735.760009765625,735.760009765625,736.0399780273438,734.6500244140625,734.9099731445312,295860
2026-06-04 09:58:00-04:00,735.0,735.0,736.510009765625,735.0,735.7100219726562,328001
2026-06-04 10:00:00-04:00,734.9500122070312,734.9500122070312,735.510009765625,734.5800170898438,735.0,321792
2026-06-04 10:02:00-04:00,734.0900268554688,734.0900268554688,735.0,734.0900268554688,734.9550170898438,272918
2026-06-04 10:04:00-04:00,733.2100219726562,733.2100219726562,734.22998046875,733.0399780273438,734.0800170898438,351859
2026-06-04 10:06:00-04:00,733.0399780273438,733.0399780273438,733.6099853515625,732.6300048828125,733.2150268554688,423682
2026-06-04 10:08:00-04:00,733.4400024414062,733.4400024414062,733.9600219726562,733.0349731445312,733.0599975585938,371252
2026-06-04 10:10:00-04:00,735.4299926757812,735.4299926757812,735.5900268554688,733.3300170898438,733.4099731445312,394186
2026-06-04 10:12:00-04:00,735.280029296875,735.280029296875,735.75,734.760009765625,735.344970703125,287349
2026-06-04 10:14:00-04:00,735.969970703125,735.969970703125,736.0800170898438,735.239990234375,735.3400268554688,215046
2026-06-04 10:16:00-04:00,736.1599731445312,736.1599731445312,736.3200073242188,735.4099731445312,735.9299926757812,168855
