Datetime,Adj Close,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
2026-06-04 09:30:00-04:00,422.2601013183594,422.2601013183594,422.5199890136719,418.0400085449219,419.7900085449219,1690302
2026-06-04 09:32:00-04:00,424.45989990234375,424.45989990234375,424.635009765625,421.8699951171875,422.3900146484375,490478
2026-06-04 09:34:00-04:00,425.0304870605469,425.0304870605469,426.25,423.310791015625,424.4800109863281,492361
2026-06-04 09:36:00-04:00,425.2200012207031,425.2200012207031,426.0299987792969,422.9032897949219,425.05999755859375,512795
2026-06-04 09:38:00-04:00,424.87860107421875,424.87860107421875,426.34991455078125,424.1300048828125,425.0400085449219,369165
2026-06-04 09:40:00-04:00,423.8599853515625,423.8599853515625,424.94000244140625,423.29998779296875,424.87921142578125,279335
2026-06-04 09:42:00-04:00,423.631103515625,423.631103515625,424.0799865722656,421.5299987792969,423.9377136230469,346314
2026-06-04 09:44:00-04:00,423.0899963378906,423.0899963378906,424.0899963378906,422.7200012207031,423.6199951171875,242686
2026-06-04 09:46:00-04:00,422.3599853515625,422.3599853515625,423.1700134277344,421.6400146484375,423.0849914550781,235229
2026-06-04 09:48:00-04:00,422.7200012207031,422.7200012207031,423.1400146484375,422.20001220703125,422.260009765625,188556
2026-06-04 09:50:00-04:00,422.7699890136719,422.7699890136719,423.45001220703125,422.29998779296875,422.7250061035156,165737
2026-06-04 09:52:00-04:00,421.92999267578125,421.92999267578125,423.0,421.9100036621094,422.70001220703125,154381
2026-06-04 09:54:00-04:00,423.1000061035156,423.1000061035156,423.1700134277344,421.7300109863281,422.0299987792969,196249
2026-06-04 09:56:00-04:00,423.7300109863281,423.7300109863281,424.1600036621094,422.78009033203125,422.8898010253906,240255
2026-06-04 09:58:00-04:00,421.95001220703125,421.95001220703125,424.4800109863281,421.67999267578125,423.80999755859375,291128
2026-06-04 10:00:00-04:00,421.3699951171875,421.3699951171875,422.56988525390625,420.95001220703125,422.0,302500
2026-06-04 10:02:00-04:00,421.510009765625,421.510009765625,421.8099060058594,421.07000732421875,421.3564147949219,141770
2026-06-04 10:04:00-04:00,420.0050048828125,420.0050048828125,421.760009765625,419.8500061035156,421.56500244140625,302430
2026-06-04 10:06:00-04:00,420.8298034667969,420.8298034667969,421.29998779296875,419.8800048828125,420.0050048828125,267705
